"#chr" "region_id" "TSS" "start" "end" "contexts" "original_data"
"chr1" "ENSG00000006555" 54801323 53240000 55801323 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006555.univariate_twas_weights.rds"
"chr7" "ENSG00000006576" 77798792 74760000 80080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006576.univariate_twas_weights.rds"
"chr2" "ENSG00000006607" 241356285 237600000 242193529 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006607.univariate_twas_weights.rds"
"chr11" "ENSG00000006611" 17544416 14480000 18960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006611.univariate_twas_weights.rds"
"chr7" "ENSG00000006625" 30504841 28880000 31504841 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006625.univariate_twas_weights.rds"
"chr7" "ENSG00000006634" 87876216 86876215 88909553 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006634.univariate_twas_weights.rds"
"chr19" "ENSG00000006638" 3606875 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006638.univariate_twas_weights.rds"
"chr7" "ENSG00000006652" 112422887 111422886 113800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006652.univariate_twas_weights.rds"
"chr17" "ENSG00000006695" 14069490 12000000 16360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006695.univariate_twas_weights.rds"
"chr7" "ENSG00000006704" 74453790 72840000 75602605 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006704.univariate_twas_weights.rds"
"chr19" "ENSG00000006712" 39391154 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006712.univariate_twas_weights.rds"
"chr7" "ENSG00000006715" 38932394 37722974 40160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006715.univariate_twas_weights.rds"
"chr17" "ENSG00000006740" 12789498 11789497 16360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006740.univariate_twas_weights.rds"
"chr17" "ENSG00000006744" 13018065 11991612 16360000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006744.univariate_twas_weights.rds"
"chr7" "ENSG00000006747" 12570577 11570576 15080000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006747.univariate_twas_weights.rds"
"chr17" "ENSG00000006788" 10373130 9300865 12160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006788.univariate_twas_weights.rds"
"chr12" "ENSG00000006831" 1688574 688573 3040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006831.univariate_twas_weights.rds"
"chr5" "ENSG00000006837" 134371047 132080000 135371047 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000006837.univariate_twas_weights.rds"
"chr2" "ENSG00000007001" 157876702 156876701 159136154 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007001.univariate_twas_weights.rds"
"chr16" "ENSG00000007038" 2817180 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007038.univariate_twas_weights.rds"
"chr19" "ENSG00000007047" 45079288 41840000 47960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007047.univariate_twas_weights.rds"
"chr4" "ENSG00000007062" 16084378 12680000 17680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007062.univariate_twas_weights.rds"
"chr19" "ENSG00000007080" 17933015 13840000 27240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007080.univariate_twas_weights.rds"
"chr19" "ENSG00000007129" 41549518 35640000 43520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007129.univariate_twas_weights.rds"
"chr17" "ENSG00000007168" 2593210 0 5160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007168.univariate_twas_weights.rds"
"chr17" "ENSG00000007171" 27800529 22760000 28800529 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007171.univariate_twas_weights.rds"
"chr17" "ENSG00000007174" 11598470 9560000 12969748 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007174.univariate_twas_weights.rds"
"chr17" "ENSG00000007202" 28645454 22760000 32440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007202.univariate_twas_weights.rds"
"chr17" "ENSG00000007237" 10198606 8910606 12160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007237.univariate_twas_weights.rds"
"chr19" "ENSG00000007255" 45178237 41840000 47960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007255.univariate_twas_weights.rds"
"chr19" "ENSG00000007264" 3802129 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007264.univariate_twas_weights.rds"
"chr17" "ENSG00000007312" 63932336 62928740 64932336 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007312.univariate_twas_weights.rds"
"chr17" "ENSG00000007314" 63972918 62938554 64972918 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007314.univariate_twas_weights.rds"
"chr1" "ENSG00000007341" 112620825 108200000 114000000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007341.univariate_twas_weights.rds"
"chr11" "ENSG00000007372" 31817961 30784779 32880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007372.univariate_twas_weights.rds"
"chr16" "ENSG00000007376" 788397 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007376.univariate_twas_weights.rds"
"chr16" "ENSG00000007384" 76355 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007384.univariate_twas_weights.rds"
"chr16" "ENSG00000007392" 229463 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007392.univariate_twas_weights.rds"
"chr3" "ENSG00000007402" 50504244 49362613 51920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007402.univariate_twas_weights.rds"
"chr16" "ENSG00000007516" 1333643 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007516.univariate_twas_weights.rds"
"chr16" "ENSG00000007520" 1351878 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007520.univariate_twas_weights.rds"
"chr16" "ENSG00000007541" 566995 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007541.univariate_twas_weights.rds"
"chr16" "ENSG00000007545" 1612337 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007545.univariate_twas_weights.rds"
"chr6" "ENSG00000007866" 35497079 33280000 38840000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007866.univariate_twas_weights.rds"
"chr1" "ENSG00000007908" 169764705 167600000 171480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007908.univariate_twas_weights.rds"
"chr1" "ENSG00000007923" 6701924 5634168 7960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007923.univariate_twas_weights.rds"
"chr1" "ENSG00000007933" 171090901 169440000 172117819 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007933.univariate_twas_weights.rds"
"chr6" "ENSG00000007944" 16129086 13600000 17148248 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007944.univariate_twas_weights.rds"
"chr1" "ENSG00000007968" 23531233 20520000 24531233 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000007968.univariate_twas_weights.rds"
"chr6" "ENSG00000008018" 170553307 166680000 170805979 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008018.univariate_twas_weights.rds"
"chr6" "ENSG00000008083" 15246069 13600000 16522042 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008083.univariate_twas_weights.rds"
"chr1" "ENSG00000008118" 209583714 207560000 210613939 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008118.univariate_twas_weights.rds"
"chr1" "ENSG00000008128" 1724357 0 6480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008128.univariate_twas_weights.rds"
"chr1" "ENSG00000008130" 1780457 0 6480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008130.univariate_twas_weights.rds"
"chr6" "ENSG00000008197" 50713526 49480000 52280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008197.univariate_twas_weights.rds"
"chr3" "ENSG00000008226" 38039205 36920000 39400000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008226.univariate_twas_weights.rds"
"chr7" "ENSG00000008256" 6272644 5161776 8320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008256.univariate_twas_weights.rds"
"chr7" "ENSG00000008277" 87934143 86934142 90520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008277.univariate_twas_weights.rds"
"chr7" "ENSG00000008282" 106112576 105090505 108600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008282.univariate_twas_weights.rds"
"chr17" "ENSG00000008283" 63446354 62240000 64446354 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008283.univariate_twas_weights.rds"
"chr17" "ENSG00000008294" 51120868 49962174 52120868 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008294.univariate_twas_weights.rds"
"chr3" "ENSG00000008300" 48662886 46680000 50320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008300.univariate_twas_weights.rds"
"chr7" "ENSG00000008311" 122144300 121064583 123560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008311.univariate_twas_weights.rds"
"chr12" "ENSG00000008323" 6310436 4280000 7328506 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008323.univariate_twas_weights.rds"
"chr3" "ENSG00000008324" 42581840 39320000 45040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008324.univariate_twas_weights.rds"
"chr19" "ENSG00000008382" 4343527 0 5800000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008382.univariate_twas_weights.rds"
"chr12" "ENSG00000008394" 16347142 15347141 18120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008394.univariate_twas_weights.rds"
"chr12" "ENSG00000008405" 107093549 105991364 108093549 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008405.univariate_twas_weights.rds"
"chr19" "ENSG00000008441" 12995475 11995474 14520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008441.univariate_twas_weights.rds"
"chr8" "ENSG00000008513" 133571940 131880000 134880000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008513.univariate_twas_weights.rds"
"chr16" "ENSG00000008516" 3046062 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008516.univariate_twas_weights.rds"
"chr16" "ENSG00000008517" 3065297 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008517.univariate_twas_weights.rds"
"chr16" "ENSG00000008710" 2135898 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008710.univariate_twas_weights.rds"
"chr22" "ENSG00000008735" 50600793 46320000 50818468 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008735.univariate_twas_weights.rds"
"chr17" "ENSG00000008838" 40061215 37920000 41920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008838.univariate_twas_weights.rds"
"chr8" "ENSG00000008853" 22987417 21987416 25160000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008853.univariate_twas_weights.rds"
"chr2" "ENSG00000008869" 37084372 33640000 39240000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008869.univariate_twas_weights.rds"
"chr3" "ENSG00000008952" 169966635 168880000 170998373 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008952.univariate_twas_weights.rds"
"chr8" "ENSG00000008988" 56074510 54440000 58680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000008988.univariate_twas_weights.rds"
"chr1" "ENSG00000009307" 114758676 113716913 115758676 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009307.univariate_twas_weights.rds"
"chr7" "ENSG00000009335" 157138916 154800000 158269370 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009335.univariate_twas_weights.rds"
"chr6" "ENSG00000009413" 111483715 110299028 112483715 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009413.univariate_twas_weights.rds"
"chr1" "ENSG00000009709" 18630846 16480000 19748866 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009709.univariate_twas_weights.rds"
"chr1" "ENSG00000009780" 27725961 26725960 28763116 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009780.univariate_twas_weights.rds"
"chr1" "ENSG00000009790" 209756032 207560000 211680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009790.univariate_twas_weights.rds"
"chr14" "ENSG00000009830" 77320883 75560000 78920000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009830.univariate_twas_weights.rds"
"chr6" "ENSG00000009844" 142147162 141147161 143560000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009844.univariate_twas_weights.rds"
"chr7" "ENSG00000009950" 73624543 72593194 75480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009950.univariate_twas_weights.rds"
"chr7" "ENSG00000009954" 73522293 72440406 75480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000009954.univariate_twas_weights.rds"
"chr6" "ENSG00000010017" 13711835 11520000 16280000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010017.univariate_twas_weights.rds"
"chr6" "ENSG00000010030" 36387800 35280000 38840000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010030.univariate_twas_weights.rds"
"chr1" "ENSG00000010072" 231337104 228520000 233320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010072.univariate_twas_weights.rds"
"chr1" "ENSG00000010165" 171781660 170781659 172814023 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010165.univariate_twas_weights.rds"
"chr12" "ENSG00000010219" 4562204 2640000 7200000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010219.univariate_twas_weights.rds"
"chr17" "ENSG00000010244" 32350132 28360000 36520000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010244.univariate_twas_weights.rds"
"chr3" "ENSG00000010256" 48610976 46680000 50320000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010256.univariate_twas_weights.rds"
"chr7" "ENSG00000010270" 38178245 35560000 39230669 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010270.univariate_twas_weights.rds"
"chr12" "ENSG00000010278" 6199715 4280000 7238271 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010278.univariate_twas_weights.rds"
"chr3" "ENSG00000010282" 42702824 39320000 45040000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010282.univariate_twas_weights.rds"
"chr12" "ENSG00000010292" 6493356 4280000 7531955 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010292.univariate_twas_weights.rds"
"chr12" "ENSG00000010295" 6556073 4280000 7556073 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010295.univariate_twas_weights.rds"
"chr19" "ENSG00000010310" 45668221 44668220 47960000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010310.univariate_twas_weights.rds"
"chr3" "ENSG00000010318" 52410660 51410659 56680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010318.univariate_twas_weights.rds"
"chr3" "ENSG00000010319" 52445103 51433035 56680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010319.univariate_twas_weights.rds"
"chr3" "ENSG00000010322" 52455118 51455117 56680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010322.univariate_twas_weights.rds"
"chr3" "ENSG00000010327" 52495338 51495337 56680000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010327.univariate_twas_weights.rds"
"chr19" "ENSG00000010361" 49817376 47280000 54480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010361.univariate_twas_weights.rds"
"chr12" "ENSG00000010379" 262873 0 1640000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010379.univariate_twas_weights.rds"
"chr9" "ENSG00000010438" 33750679 32750678 36600000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010438.univariate_twas_weights.rds"
"chr16" "ENSG00000010539" 3236221 0 5120000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010539.univariate_twas_weights.rds"
"chr12" "ENSG00000010610" 6786858 4280000 8440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010610.univariate_twas_weights.rds"
"chr12" "ENSG00000010626" 6873569 4280000 8440000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010626.univariate_twas_weights.rds"
"chr6" "ENSG00000010704" 26087281 25087280 30480000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010704.univariate_twas_weights.rds"
"chr1" "ENSG00000010803" 41242116 40027200 42760000 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010803.univariate_twas_weights.rds"
"chr6" "ENSG00000010810" 111873452 110660332 112873452 NA "/mnt/lustre/data/gaowang/twas_weights/ROSMAP_eQTL/batch1_twas_weights/ROSMAP_DeJager_eQTL.ENSG00000010810.univariate_twas_weights.rds"
